Sample,CellID,Counts Pre-Pool ,Pre-Percentage,Counts Post-Sample,Post-Percentage,post/pre
Rip1000,D816E#24,3019,23.960.507.623.076.300,3594,20.697.876.653.555.300,0.863832977963338
Rip1000,D816E#34,2180,17.301.724.616.862.000,2703,1.556.660.005.413.460,0.899713779917851
Rip1000,D816E#36,18389,1.459.456.027.428.780,19694,1.134.179.139.719.300,0.777124571349681
Rip1000,D816A#10,4592,36.444.733.688.362.600,3742,21.550.209.915.860.800,0.591312042506219
Rip1000,D816A#11,4485,3.559.552.059.936.980,3339,19.229.329.478.636.900,0.540217677810207
Rip1000,D816A#13,4501,35.722.505.734.172.400,3865,22.258.567.964.939.100,0.623096490783019
Rip1000,A829P#21,948,0.752386923705744,876,0.504489147148427,0.670518228391927
Rip1000,A829P#22,6631,5.262.740.180.477.620,5364,30.891.321.750.047.500,0.586981699469799
Rip1000,A829P#28,2032,1.612.711.211.993.740,1825,10.510.190.565.592.200,0.65170940013487
M4205_30,T1parental#4,899,0.71349772617243,1417,0.612573977926586,0.858550707950745
M4205_30,T1parental#6,9520,7.555.615.520.758.100,13790,5.961.464.471.141.580,0.78901109443211
M4205_30,T1parental#9,12233,9.708.807.212.755.650,18676,807.369.909.086.586,0.83158506641871
M4205_30,TSC2#18,8408,6.673.068.833.879.630,26407,11.415.837.004.310.000,17.107.326.911.347.000
M4205_30,TSC2#19,1,0.000793657092516607,9,0.00389073098189081,49.022.821.298.726
M4205_30,TSC2#20,13886,11.020.722.386.685.600,48981,21.174.654.913.777.000,1.921.349.088.636.750
M4205_30,PTEN#15,8003,6.351.637.711.410.400,12820,5.542.130.131.982.240,0.872551361364026
M4205_30,PTEN#16,6551,5.199.247.613.076.290,13233,5.720.671.453.706.780,11.002.883.262.030.200
M4205_30,PTEN#17,4211,3.342.090.016.587.430,8671,3.748.503.149.330.570,1.121.604.484.237.710
M4205_30,Hom#25,110,0.0873022801768268,240,0.103752826183755,11.884.320.314.842.600
M4205_30,Hom#26,2416,19.174.755.355.201.200,5179,22.388.995.283.569.400,11.676.287.320.920.800
M4205_30,Hom#27,25,0.0198414273129152,55,0.0237766893337772,11.983.356.317.466.300
M4205_30,V654A#29,6680,53.016.293.780.109.300,8701,37.614.722.526.035.400,0.709493626281129
M4205_30,V654A#30,4274,33.920.904.134.159.700,5592,24.174.408.500.814.800,0.712669933714126
M4205_30,V654A#39,2005,15.912.824.704.957.900,2952,12.761.597.620.601.800,0.801969345934271
M4205_30,D816E#24,3019,23.960.507.623.076.300,4340,18.761.969.401.562.300,0.783037225116745
M4205_30,D816E#34,2180,17.301.724.616.862.000,3150,13.617.558.436.617.800,0.787063644704317
M4205_30,D816E#36,18389,1.459.456.027.428.780,23721,10.254.669.957.936.800,0.702636445717597
M4205_30,D816A#10,4592,36.444.733.688.362.600,4968,21.476.835.020.037.200,0.589298722928936
M4205_30,D816A#11,4485,3.559.552.059.936.980,4373,1.890.462.953.756.500,0.531095745173613
M4205_30,D816A#13,4501,35.722.505.734.172.400,4951,21.403.343.434.823.700,0.599155714162266
M4205_30,A829P#21,948,0.752386923705744,1648,0.71243607312845,0.946901189642528
M4205_30,A829P#22,6631,5.262.740.180.477.620,13738,59.389.846.921.351.000,1.128.496.655.443.110
M4205_30,A829P#28,2032,1.612.711.211.993.740,3707,1.602.548.861.096.580,0.993698592270217
M4205_100,T1parental#4,899,0.71349772617243,1399,0.59510896151572,0.834072681223795
M4205_100,T1parental#6,9520,7.555.615.520.758.100,14872,6.326.276.251.366.530,0.837294623315055
M4205_100,T1parental#9,12233,9.708.807.212.755.650,20316,8.642.054.083.025.990,0.890125212463984
M4205_100,TSC2#18,8408,6.673.068.833.879.630,28763,12.235.253.080.826.700,18.335.271.799.846.400
M4205_100,TSC2#19,1,0.000793657092516607,5,0.00212690836853367,2.679.883.275.268.730
M4205_100,TSC2#20,13886,11.020.722.386.685.600,53966,22.956.147.403.257.500,20.829.984.276.703.500
M4205_100,PTEN#15,8003,6.351.637.711.410.400,13229,5.627.374.161.466.370,0.885972156654507
M4205_100,PTEN#16,6551,5.199.247.613.076.290,13841,5.887.707.745.774.890,1.132.415.338.513.030
M4205_100,PTEN#17,4211,3.342.090.016.587.430,8267,3.516.630.296.533.560,10.522.248.889.407.000
M4205_100,Hom#25,110,0.0873022801768268,196,0.0833748080465197,0.955012949004858
M4205_100,Hom#26,2416,19.174.755.355.201.200,6024,2.562.499.202.409.360,13.363.921.233.624.800
M4205_100,Hom#27,25,0.0198414273129152,64,0.0272244271172309,13.721.002.369.375.900
M4205_100,V654A#29,6680,53.016.293.780.109.300,6978,29.683.133.191.255.800,0.559886990863031
M4205_100,V654A#30,4274,33.920.904.134.159.700,4879,2.075.437.186.015.150,0.611846069257658
M4205_100,V654A#39,2005,15.912.824.704.957.900,2401,10.213.413.985.698.600,0.641835385927205
M4205_100,D816E#24,3019,23.960.507.623.076.300,3976,16.913.175.346.579.700,0.705877171412288
M4205_100,D816E#34,2180,17.301.724.616.862.000,3042,1.294.011.051.415.880,0.747908708565825
M4205_100,D816E#36,18389,1.459.456.027.428.780,22582,9.605.968.955.645.450,0.658188309555915
M4205_100,D816A#10,4592,36.444.733.688.362.600,4625,1.967.390.240.893.640,0.539828403663672
M4205_100,D816A#11,4485,3.559.552.059.936.980,2994,12.735.927.310.779.500,0.357795787119491
M4205_100,D816A#13,4501,35.722.505.734.172.400,4263,18.134.020.750.118.000,0.507635743277966
M4205_100,A829P#21,948,0.752386923705744,1162,0.494293504847224,0.656967165793728
M4205_100,A829P#22,6631,5.262.740.180.477.620,14723,62.628.943.819.842.300,1.190.044.381.293.360
M4205_100,A829P#28,2032,1.612.711.211.993.740,2516,10.702.602.910.461.400,0.663640385883478
M4205_300,T1parental#4,899,0.71349772617243,1440,0.615497719666434,0.862648466966085
M4205_300,T1parental#6,9520,7.555.615.520.758.100,15134,646.871.006.210.543,0.856146007473973
M4205_300,T1parental#9,12233,9.708.807.212.755.650,20383,871.228.473.608.398,0.897358918059221
M4205_300,TSC2#18,8408,6.673.068.833.879.630,28679,12.258.235.487.717.800,18.369.712.336.072.200
M4205_300,TSC2#19,1,0.000793657092516607,2,0.000854857943981159,10.771.124.608.368.200
M4205_300,TSC2#20,13886,11.020.722.386.685.600,55918,23.900.973.255.769.200,21.687.301.809.402.700
M4205_300,PTEN#15,8003,6.351.637.711.410.400,13398,57.266.933.667.297.800,0.901608943539405
M4205_300,PTEN#16,6551,5.199.247.613.076.290,14220,60.780.399.817.060.300,11.690.229.883.299.900
M4205_300,PTEN#17,4211,3.342.090.016.587.430,9328,3.987.057.450.728.120,11.929.832.622.519.400
M4205_300,Hom#25,110,0.0873022801768268,232,0.0991635215018144,1.135.864.049.609.730
M4205_300,Hom#26,2416,19.174.755.355.201.200,5545,23.700.936.496.877.600,12.360.489.642.674.100
M4205_300,Hom#27,25,0.0198414273129152,75,0.0320571728992935,16.156.686.912.552.300
M4205_300,V654A#29,6680,53.016.293.780.109.300,6441,27.530.700.085.913.200,0.519287526964817
M4205_300,V654A#30,4274,33.920.904.134.159.700,4640,19.832.704.300.362.800,0.584674990440202
M4205_300,V654A#39,2005,15.912.824.704.957.900,2443,10.442.089.785.729.800,0.656205920654452
M4205_300,D816E#24,3019,23.960.507.623.076.300,4110,17.567.330.748.812.800,0.733178571387766
M4205_300,D816E#34,2180,17.301.724.616.862.000,3087,13.194.732.365.349.100,0.762625267569556
M4205_300,D816E#36,18389,1.459.456.027.428.780,23134,9.888.141.838.030.060,0.677522422888656
M4205_300,D816A#10,4592,36.444.733.688.362.600,4254,1.818.282.846.847.920,0.498915114155034
M4205_300,D816A#11,4485,3.559.552.059.936.980,4133,17.665.639.412.370.600,0.496288272089028
M4205_300,D816A#13,4501,35.722.505.734.172.400,4326,1.849.057.732.831.240,0.517617030168861
M4205_300,A829P#21,948,0.752386923705744,1145,0.489406172929214,0.650471396444177
M4205_300,A829P#22,6631,5.262.740.180.477.620,9412,4.022.961.484.375.330,0.764423351032737
M4205_300,A829P#28,2032,1.612.711.211.993.740,2478,1.059.168.992.592.650,0.656762962094892
M4205_1000,T1parental#4,899,0.71349772617243,1548,0.699714780344704,0.980682565168548
M4205_1000,T1parental#6,9520,7.555.615.520.758.100,13848,6.259.464.004.013.860,0.828451896052251
M4205_1000,T1parental#9,12233,9.708.807.212.755.650,18179,8.217.128.547.730.220,0.846358194952555
M4205_1000,TSC2#18,8408,6.673.068.833.879.630,37334,1.687.542.093.629.790,25.288.845.891.443.900
M4205_1000,TSC2#19,1,0.000793657092516607,5,0.00226006066002811,28.476.538.310.288.200
M4205_1000,TSC2#20,13886,11.020.722.386.685.600,50433,22.796.327.853.439.500,20.684.966.968.209.200
M4205_1000,PTEN#15,8003,6.351.637.711.410.400,14354,64.881.821.428.087.100,10.214.975.156.963.000
M4205_1000,PTEN#16,6551,5.199.247.613.076.290,13002,587.706.174.033.711,11.303.677.335.074.500
M4205_1000,PTEN#17,4211,3.342.090.016.587.430,7638,3.452.468.664.258.940,103.302.683.264.774
M4205_1000,Hom#25,110,0.0873022801768268,212,0.0958265719851921,10.976.411.130.511.100
M4205_1000,Hom#26,2416,19.174.755.355.201.200,4084,18.460.175.471.109.600,0.962733298503454
M4205_1000,Hom#27,25,0.0198414273129152,46,0.0207925580722587,10.479.366.098.186.000
M4205_1000,V654A#29,6680,53.016.293.780.109.300,5575,25.199.676.359.313.400,0.475319464310949
M4205_1000,V654A#30,4274,33.920.904.134.159.700,4120,1.862.289.983.863.160,0.549009535977481
M4205_1000,V654A#39,2005,15.912.824.704.957.900,2225,10.057.269.937.125.100,0.632022920103654
M4205_1000,D816E#24,3019,23.960.507.623.076.300,3920,17.718.875.574.620.400,0.73950334664677
M4205_1000,D816E#34,2180,17.301.724.616.862.000,2912,13.162.593.284.003.700,0.760767702381279
M4205_1000,D816E#36,18389,1.459.456.027.428.780,21193,957.949.311.359.517,0.656374219816128
M4205_1000,D816A#10,4592,36.444.733.688.362.600,3873,17.506.429.872.577.700,0.480355543883913
M4205_1000,D816A#11,4485,3.559.552.059.936.980,2976,13.451.881.048.487.300,0.377909377977337
M4205_1000,D816A#13,4501,35.722.505.734.172.400,4039,18.256.770.011.707.100,0.511071931727413
M4205_1000,A829P#21,948,0.752386923705744,792,0.357993608548453,0.475810513538994
M4205_1000,A829P#22,6631,5.262.740.180.477.620,7104,3.211.094.185.767.940,0.610156320785063
M4205_1000,A829P#28,2032,1.612.711.211.993.740,1821,0.823114092382239,0.510391498651918
Tram30,T1parental#4,899,0.71349772617243,1372,0.642884922661694,0.901032896223034
Tram30,T1parental#6,9520,7.555.615.520.758.100,15619,7.318.673.182.983.220,0.968640233595277
Tram30,T1parental#9,12233,9.708.807.212.755.650,21199,9.933.321.775.149.590,10.231.248.347.478.700
Tram30,TSC2#18,8408,6.673.068.833.879.630,13744,644.009.502.701.335,0.965087456361388
Tram30,TSC2#19,1,0.000793657092516607,4,0.00187430006606908,2.361.599.340.246.370
Tram30,TSC2#20,13886,11.020.722.386.685.600,32526,152.408.709.872.407,13.829.284.916.616.300
Tram30,PTEN#15,8003,6.351.637.711.410.400,13317,62.400.134.949.604.700,0.982425915721011
Tram30,PTEN#16,6551,5.199.247.613.076.290,8958,4.197.494.997.961.690,0.807327388563847
Tram30,PTEN#17,4211,3.342.090.016.587.430,7910,37.064.283.806.516.000,1.109.015.125.940.910
Tram30,Hom#25,110,0.0873022801768268,82,0.0384231513544161,0.440116240682279
Tram30,Hom#26,2416,19.174.755.355.201.200,2289,10.725.682.128.080.200,0.559364744394035
Tram30,Hom#27,25,0.0198414273129152,32,0.0149944005285526,0.755711788878841
Tram30,V654A#29,6680,53.016.293.780.109.300,10628,4.980.015.275.545.530,0.939336743568057
Tram30,V654A#30,4274,33.920.904.134.159.700,6810,3.190.995.862.482.600,0.940716630034969
Tram30,V654A#39,2005,15.912.824.704.957.900,2945,13.799.534.236.433.500,0.867195767708925
Tram30,D816E#24,3019,23.960.507.623.076.300,6290,2.947.336.853.893.620,12.300.811.402.906.300
Tram30,D816E#34,2180,17.301.724.616.862.000,3905,18.297.854.394.999.300,10.575.740.164.750.100
Tram30,D816E#36,18389,1.459.456.027.428.780,33200,15.556.690.548.373.300,10.659.238.960.272.400
Tram30,D816A#10,4592,36.444.733.688.362.600,5395,2.527.962.214.110.660,0.693642663361781
Tram30,D816A#11,4485,3.559.552.059.936.980,4993,23.395.950.574.707.200,0.657272324740811
Tram30,D816A#13,4501,35.722.505.734.172.400,5141,2.408.944.159.915.280,0.67434915619899
Tram30,A829P#21,948,0.752386923705744,1566,0.733788475866044,0.975280740196684
Tram30,A829P#22,6631,5.262.740.180.477.620,12081,5.660.854.774.545.130,10.756.477.767.122.700
Tram30,A829P#28,2032,1.612.711.211.993.740,3407,15.964.350.812.743.300,0.989907597467939
Tram100,T1parental#4,899,0.71349772617243,1120,0.517072630237669,0.724701160593059
Tram100,T1parental#6,9520,7.555.615.520.758.100,12594,5.814.297.058.226.070,0.769533209075028
Tram100,T1parental#9,12233,9.708.807.212.755.650,15954,7.365.514.948.939.070,0.758642620821855
Tram100,TSC2#18,8408,6.673.068.833.879.630,17329,8.000.313.936.954.070,11.988.957.608.733.000
Tram100,TSC2#19,1,0.000793657092516607,7,0.00323170393898543,4.071.914.646.082.250
Tram100,TSC2#20,13886,11.020.722.386.685.600,30616,14.134.549.685.139.700,12.825.429.394.915.100
Tram100,PTEN#15,8003,6.351.637.711.410.400,13405,6.188.713.043.157.090,0.974349187460641
Tram100,PTEN#16,6551,5.199.247.613.076.290,9005,4.157.356.281.509.110,0.799607287610848
